Rank,Release Group,Worldwide,Domestic,%,Foreign,%
346,My Summer of Love,"$2,766,976","$1,000,915",36.2%,"$1,766,061",63.8%
347,Okal,"$2,762,288",-,-,"$2,762,288",100%
348,Snowboarders,"$2,760,437",-,-,"$2,760,437",100%
349,"Boo, Zino & the Snurks","$2,755,891",-,-,"$2,755,891",100%
350,Albert est méchant,"$2,753,995",-,-,"$2,753,995",100%
351,Ma vie en cinémascope,"$2,750,263","$2,750,263",100%,-,-
352,Another Life,"$2,730,057",-,-,"$2,730,057",100%
353,Control Room,"$2,724,826","$2,589,616",95%,"$135,210",5%
354,Alive,"$2,724,642",-,-,"$2,724,642",100%
355,Bobby Jones: Stroke of Genius,"$2,707,913","$2,694,071",99.5%,"$13,842",0.5%
356,Up and Down,"$2,705,163","$245,127",9.1%,"$2,460,036",90.9%
357,Thérèse: The Story of Saint Thérèse of Lisieux,"$2,689,828","$2,627,016",97.7%,"$62,812",2.3%
358,An Italian Romance,"$2,682,272",-,-,"$2,682,272",100%
359,Private Eye Vares,"$2,653,012",-,-,"$2,653,012",100%
360,Man About Dog,"$2,651,081",-,-,"$2,651,081",100%
361,A Driver for Vera,"$2,644,294",-,-,"$2,644,294",100%
362,L'incruste,"$2,624,792",-,-,"$2,624,792",100%
363,Magic Kitchen,"$2,578,656",-,-,"$2,578,656",100%
364,The Consequences of Love,"$2,556,056",-,-,"$2,556,056",100%
365,"O Countrymen, We Entrust This Nation in You","$2,540,505",-,-,"$2,540,505",100%
366,Highwaymen,"$2,442,378","$371,396",15.2%,"$2,070,982",84.8%
367,A Groom from the Security Entity,"$2,419,918",-,-,"$2,419,918",100%
368,72 Meters,"$2,392,932",-,-,"$2,392,932",100%
369,K3 en het magische medaillon,"$2,378,991",-,-,"$2,378,991",100%
370,Red Lights,"$2,373,828","$673,828",28.4%,"$1,700,000",71.6%
371,Tooth,"$2,351,592",-,-,"$2,351,592",100%
372,Lost Embrace,"$2,298,732","$190,860",8.3%,"$2,107,872",91.7%
373,Dark Spells,"$2,282,861",-,-,"$2,282,861",100%
374,Noel,"$2,280,924",-,-,"$2,280,924",100%
375,Nobody Knows,"$2,265,264","$684,118",30.2%,"$1,581,146",69.8%
376,Dans une galaxie près de chez vous - Le film,"$2,259,688","$2,259,688",100%,-,-
377,The Twins Effect II 2004 Re-release,"$2,182,207",-,-,"$2,182,207",100%
378,Stage Beauty,"$2,153,070","$782,383",36.3%,"$1,370,687",63.7%
379,Ouija Board,"$2,117,269",-,-,"$2,117,269",100%
380,Don't Even Think! Independence Play,"$2,102,024",-,-,"$2,102,024",100%
381,An Innocent Little Game,"$2,095,403",-,-,"$2,095,403",100%
382,Le carton,"$2,089,964",-,-,"$2,089,964",100%
383,Summer Storm,"$2,085,166","$95,204",4.6%,"$1,989,962",95.4%
384,Tell Me I'm Pretty,"$2,084,810",-,-,"$2,084,810",100%
385,San Antonio,"$2,076,806",-,-,"$2,076,806",100%
386,Nos amis les flics,"$2,074,219",-,-,"$2,074,219",100%
387,Bad Spelling,"$2,065,598",-,-,"$2,065,598",100%
388,Le genre humain - 1ère partie: Les Parisiens,"$2,065,029",-,-,"$2,065,029",100%
389,Battle of the Brave,"$2,057,293","$1,599,716",77.8%,"$457,577",22.2%
390,Silentium,"$2,043,067",-,-,"$2,043,067",100%
391,"Hawaii, Oslo","$2,019,823",-,-,"$2,019,823",100%
392,Elixir of Love,"$2,006,893",-,-,"$2,006,893",100%
393,Metallica: Some Kind of Monster,"$1,980,444","$1,222,708",61.7%,"$757,736",38.3%
394,Swades,"$1,953,889","$1,223,240",62.6%,"$730,649",37.4%
395,Peligrosa obsesión,"$1,952,911",-,-,"$1,952,911",100%
396,A Dirty Shame,"$1,914,166","$1,339,668",70%,"$574,498",30%
397,Exiles,"$1,903,390",-,-,"$1,903,390",100%
398,Three of a Kind,"$1,894,767",-,-,"$1,894,767",100%
399,Shin Suk-ki blues,"$1,885,655",-,-,"$1,885,655",100%
400,Me and You,"$1,878,702","$796,641",42.4%,"$1,082,061",57.6%
401,The Five of Us,"$1,852,272","$1,852,272",100%,-,-
402,The American,"$1,849,471",-,-,"$1,849,471",100%
403,A Love Song for Bobby Long,"$1,841,260","$164,308",8.9%,"$1,676,952",91.1%
404,My Lover Is a Sniper: The Movie,"$1,839,020",-,-,"$1,839,020",100%
405,Elvis Gratton 3: Le retour d'Elvis Wong,"$1,838,920","$1,838,920",100%,-,-
406,Enduring Love,"$1,828,184","$358,362",19.6%,"$1,469,822",80.4%
407,Round Trip,"$1,822,156",-,-,"$1,822,156",100%
408,Night of the Living Dorks,"$1,822,133",-,-,"$1,822,133",100%
409,Brodeuses - A Common Thread,"$1,812,833","$26,042",1.4%,"$1,786,791",98.6%
410,Samba in Mettmann,"$1,811,877",-,-,"$1,811,877",100%
411,A Dangerous Hero,"$1,806,800",-,-,"$1,806,800",100%
412,The Bridge of San Luis Rey,"$1,800,141","$49,981",2.8%,"$1,750,160",97.2%
413,The Life and Death of Peter Sellers,"$1,789,336",-,-,"$1,789,336",100%
414,Mondovino,"$1,788,325","$209,618",11.7%,"$1,578,707",88.3%
415,Maid,"$1,783,400",-,-,"$1,783,400",100%
416,Muxmäuschenstill,"$1,758,441",-,-,"$1,758,441",100%
417,The Blue Butterfly,"$1,755,355","$1,755,355",100%,-,-
418,Going the Distance,"$1,752,950","$1,230,897",70.2%,"$522,053",29.8%
419,Ocean Wonderland,"$1,734,929",-,-,"$1,734,929",100%
420,Alyosha Popovich and Tugarin Zmey,"$1,730,000",-,-,"$1,730,000",100%
421,Ju-On: The Grudge 2,"$1,723,872",-,-,"$1,723,872",100%
422,Dog Nail Clipper,"$1,715,478",-,-,"$1,715,478",100%
423,Super Model,"$1,686,769",-,-,"$1,686,769",100%
424,La vita che vorrei,"$1,676,617",-,-,"$1,676,617",100%
425,Triad Underworld,"$1,653,771",-,-,"$1,653,771",100%
426,Hipnos,"$1,652,711",-,-,"$1,652,711",100%
427,Appleseed,"$1,647,770","$129,135",7.8%,"$1,518,635",92.2%
428,Beyond Enemy Lines,"$1,625,524",-,-,"$1,625,524",100%
429,In My Father's Den,"$1,614,675",-,-,"$1,614,675",100%
430,The Corporation,"$1,613,533","$1,613,533",100%,-,-
431,Just Bea,"$1,600,195",-,-,"$1,600,195",100%
432,Se devo essere sincera,"$1,599,247",-,-,"$1,599,247",100%
433,Germanikus,"$1,598,682",-,-,"$1,598,682",100%
434,Peas at 5:30,"$1,589,140",-,-,"$1,589,140",100%
435,Two 2004 Re-release,"$1,585,139","$47,806",3%,"$1,537,333",97%
436,Ellis in Glamourland,"$1,579,799",-,-,"$1,579,799",100%
437,Last Quarter,"$1,577,524",-,-,"$1,577,524",100%
438,After Midnight,"$1,576,003","$50,469",3.2%,"$1,525,534",96.8%
439,9 Songs,"$1,574,623","$66,853",4.2%,"$1,507,770",95.8%
440,Eros,"$1,553,020","$188,392",12.1%,"$1,364,628",87.9%
441,A Home at the End of the World,"$1,548,955","$1,029,872",66.5%,"$519,083",33.5%
442,Cause toujours!,"$1,543,833",-,-,"$1,543,833",100%
443,The Return of James Battle,"$1,540,614",-,-,"$1,540,614",100%
444,Tito,"$1,535,309",-,-,"$1,535,309",100%
445,The Blind Swordsman: Zatoichi 2004 Re-release,"$1,532,969","$862,894",56.3%,"$670,075",43.7%
446,Driving Miss Wealthy,"$1,530,789",-,-,"$1,530,789",100%
447,She Hate Me,"$1,522,377","$366,037",24%,"$1,156,340",76%
448,Fool el seen el azeem,"$1,521,761",-,-,"$1,521,761",100%
449,Agnes and His Brothers,"$1,515,001",-,-,"$1,515,001",100%
450,Last Chance Saloon,"$1,502,592",-,-,"$1,502,592",100%
451,The Blind Swordsman: Zatoichi Canadian Release,"$1,496,523","$255,269",17.1%,"$1,241,254",82.9%
452,In My Country,"$1,491,434","$163,893",11%,"$1,327,541",89%
453,Modigliani,"$1,466,013","$205,165",14%,"$1,260,848",86%
454,Pinocchio 3000,"$1,464,478",-,-,"$1,464,478",100%
455,Roma,"$1,459,663",-,-,"$1,459,663",100%
456,Hell on Wheels,"$1,456,580",-,-,"$1,456,580",100%
457,Love on the Rocks,"$1,447,000",-,-,"$1,447,000",100%
458,Madhouse 2004 Re-release,"$1,446,859",-,-,"$1,446,859",100%
459,Monica la mitraille,"$1,435,015","$1,435,015",100%,-,-
460,Christmas Rematch,"$1,433,204",-,-,"$1,433,204",100%
461,In questo mondo di ladri,"$1,429,208",-,-,"$1,429,208",100%
462,When the Sea Rises,"$1,419,297",-,-,"$1,419,297",100%
463,Bergkristall,"$1,408,947",-,-,"$1,408,947",100%
464,Una de zombis,"$1,399,096",-,-,"$1,399,096",100%
465,Criminal,"$1,398,053","$929,233",66.5%,"$468,820",33.5%
466,Somersault,"$1,390,102",-,-,"$1,390,102",100%
467,Silver City,"$1,384,395","$1,020,656",73.7%,"$363,739",26.3%
468,The Giraffe's Neck,"$1,380,547",-,-,"$1,380,547",100%
469,El juego de la verdad,"$1,354,823",-,-,"$1,354,823",100%
470,Uuno Turhapuro,"$1,354,325",-,-,"$1,354,325",100%
471,Le dernier tunnel,"$1,352,489","$1,352,489",100%,-,-
472,Popular Music,"$1,349,501",-,-,"$1,349,501",100%
473,Enter the Phoenix,"$1,344,920",-,-,"$1,344,920",100%
474,The Rider Named Death,"$1,338,136","$3,375",0.3%,"$1,334,761",99.7%
475,Flowers of Death,"$1,336,368",-,-,"$1,336,368",100%
476,In Orange,"$1,333,147",-,-,"$1,333,147",100%
477,Games of Love and Chance,"$1,332,709",-,-,"$1,332,709",100%
478,"Leaving Me, Loving You","$1,329,785",-,-,"$1,329,785",100%
479,Mariage mixte,"$1,329,393",-,-,"$1,329,393",100%
480,My House in Umbria,"$1,324,900",-,-,"$1,324,900",100%
481,The One 2004 Re-release,"$1,316,565",-,-,"$1,316,565",100%
482,Saints and Soldiers,"$1,310,470","$1,310,470",100%,-,-
483,"7 mujeres, 1 homosexual y Carlos","$1,301,272",-,-,"$1,301,272",100%
484,The Pleasure Is All Mine,"$1,300,732",-,-,"$1,300,732",100%
485,The Overture,"$1,300,586",-,-,"$1,300,586",100%
486,Protégé de la Rose Noire,"$1,299,743",-,-,"$1,299,743",100%
487,Swindled,"$1,293,109",-,-,"$1,293,109",100%
488,Festival Express,"$1,281,754","$1,174,079",91.6%,"$107,675",8.4%
489,Levottomat 3 - kun mikään ei riitä,"$1,277,450",-,-,"$1,277,450",100%
490,The Welts,"$1,268,240",-,-,"$1,268,240",100%
491,The Holy Girl,"$1,261,792","$304,124",24.1%,"$957,668",75.9%
492,Tiovivo c. 1950,"$1,254,538",-,-,"$1,254,538",100%
493,Hidden Heroes,"$1,249,590",-,-,"$1,249,590",100%
494,Sex Lives of the Potato Men,"$1,249,135",-,-,"$1,249,135",100%
495,Seducing Doctor Lewis 2004 Re-release,"$1,239,278","$489,838",39.5%,"$749,440",60.5%
496,One Missed Call 2020 Re-release,"$1,237,499",-,-,"$1,237,499",100%
497,The Football Factory,"$1,228,003",-,-,"$1,228,003",100%
498,Rory O'Shea Was Here,"$1,226,577","$23,844",1.9%,"$1,202,733",98.1%
499,Heaven's Bookstore,"$1,222,765",-,-,"$1,222,765",100%
500,Santos peregrinos,"$1,214,190",-,-,"$1,214,190",100%
501,Love in Thoughts,"$1,192,335",-,-,"$1,192,335",100%
502,Stork Day,"$1,172,109",-,-,"$1,172,109",100%
503,The Best Two Years,"$1,163,450","$1,163,450",100%,-,-
504,Masai: The Rain Warriors,"$1,156,272",-,-,"$1,156,272",100%
505,The Reckoning,"$1,152,528","$257,252",22.3%,"$895,276",77.7%
506,Les aimants,"$1,150,414","$1,150,414",100%,-,-
507,Working Slowly (Radio Alice),"$1,135,591",-,-,"$1,135,591",100%
508,Jauja,"$1,133,486",-,-,"$1,133,486",100%
509,Keisarikunta,"$1,132,925",-,-,"$1,132,925",100%
510,Paper Clips,"$1,121,744","$1,121,744",100%,-,-
511,Floris,"$1,117,424",-,-,"$1,117,424",100%
512,Sai lor fah,"$1,117,300",-,-,"$1,117,300",100%
513,Guys and Balls,"$1,112,585",-,-,"$1,112,585",100%
514,Sacred Planet,"$1,108,356","$1,108,356",100%,-,-
515,Simon,"$1,103,719",-,-,"$1,103,719",100%
516,Itchy Heart,"$1,078,325",-,-,"$1,078,325",100%
517,Throw Down,"$1,055,267",-,-,"$1,055,267",100%
518,FBI: Frikis buscan incordiar,"$1,050,952",-,-,"$1,050,952",100%
519,Dance,"$1,049,989",-,-,"$1,049,989",100%
520,Spicy Beautyqueen of Bangkok,"$1,032,136",-,-,"$1,032,136",100%
521,Breaking News,"$1,028,420",-,-,"$1,028,420",100%
522,Ma mère,"$1,022,148","$71,616",7%,"$950,532",93%
523,Trench Road,"$1,014,636",-,-,"$1,014,636",100%
524,The Letter,"$1,011,384",-,-,"$1,011,384",100%
525,One Nite in Mongkok,"$1,000,000",-,-,"$1,000,000",100%
526,This Is the Song You Need,"$997,075",-,-,"$997,075",100%
527,Héctor,"$987,703",-,-,"$987,703",100%
528,The First Time I Turned Twenty,"$984,074",-,-,"$984,074",100%
529,Pura vida Ibiza,"$975,845",-,-,"$975,845",100%
530,Saraband,"$975,181","$645,634",66.2%,"$329,547",33.8%
531,Toss-Up,"$966,593",-,-,"$966,593",100%
532,Abgefahren,"$955,209",-,-,"$955,209",100%
533,The Preacher,"$940,840",-,-,"$940,840",100%
534,Welcome to Switzerland,"$939,393",-,-,"$939,393",100%
535,Khakee,"$924,170","$587,877",63.6%,"$336,293",36.4%
536,Cosas que hacen que la vida valga la pena,"$924,100",-,-,"$924,100",100%
537,Pelikaanimies,"$919,427",-,-,"$919,427",100%
538,Three Steps Over Heaven,"$916,927",-,-,"$916,927",100%
539,Little Grey Fergie: The Secret on the Farm,"$915,838",-,-,"$915,838",100%
540,Ouija,"$911,275",-,-,"$911,275",100%
541,Hungarian Vagabond,"$904,080",-,-,"$904,080",100%
542,Koma,"$887,759",-,-,"$887,759",100%
543,XXL,"$886,815",-,-,"$886,815",100%
544,Code 46,"$886,018","$285,585",32.2%,"$600,433",67.8%
545,My Father Is an Engineer,"$874,494",-,-,"$874,494",100%
546,Rabbit on the Moon,"$873,756",-,-,"$873,756",100%
547,"Work Hard, Play Hard","$873,628",-,-,"$873,628",100%
548,Unconscious,"$868,137",-,-,"$868,137",100%
549,The Battle of Algiers 2004 Re-release,"$865,058","$822,941",95.1%,"$42,117",4.9%
550,Latter Days,"$865,028","$834,685",96.5%,"$30,343",3.5%
551,Your Next Life,"$860,047",-,-,"$860,047",100%
552,Cero y van 4,"$859,184",-,-,"$859,184",100%
553,Escuela de seducción,"$850,807",-,-,"$850,807",100%
554,Monty Python's Life of Brian 2004 Re-release,"$846,635","$646,951",76.4%,"$199,684",23.6%
555,One Perfect Day,"$841,761",-,-,"$841,761",100%
556,Moscow Heat,"$840,201",-,-,"$840,201",100%
557,Amateurs,"$840,003",-,-,"$840,003",100%
558,Leave Me Alone,"$839,162",-,-,"$839,162",100%
559,The 10th Judicial Court: Judicial Hearings,"$836,604",-,-,"$836,604",100%
560,Tale of the Mummy,"$831,785",-,-,"$831,785",100%
561,The Miracle Box,"$829,655",-,-,"$829,655",100%
562,Gold Diggers,"$829,140","$527,000",63.6%,"$302,140",36.4%
563,The Saddest Music in the World,"$824,777","$699,225",84.8%,"$125,552",15.2%
564,Clara et moi,"$821,955",-,-,"$821,955",100%
565,Romasanta: The Werewolf Hunt,"$813,586",-,-,"$813,586",100%
566,Jazz Club,"$813,140",-,-,"$813,140",100%
567,T'choupi,"$811,316",-,-,"$811,316",100%
568,Atún y chocolate,"$809,108",-,-,"$809,108",100%
569,Fantasías,"$806,476",-,-,"$806,476",100%
570,Mean Creek,"$802,948","$603,951",75.2%,"$198,997",24.8%
571,Wondrous Oblivion,"$802,740",-,-,"$802,740",100%
572,My Mother Likes Women 2004 Re-release,"$801,048","$82,916",10.4%,"$718,132",89.6%
573,Ghabi mino fih,"$796,540",-,-,"$796,540",100%
574,Twin Sisters 2004 Re-release,"$794,365","$1,563",0.2%,"$792,802",99.8%
575,Six Strong Guys,"$784,380",-,-,"$784,380",100%
576,Erik of het klein insectenboek,"$770,615",-,-,"$770,615",100%
577,Snowfever,"$769,521",-,-,"$769,521",100%
578,Only Human,"$765,415",-,-,"$765,415",100%
579,Sex and the Beauties,"$753,383",-,-,"$753,383",100%
580,Dumplings,"$750,742",-,-,"$750,742",100%
581,Fade to Black,"$742,076","$728,921",98.2%,"$13,155",1.8%
582,Haz conmigo lo que quieras,"$730,835",-,-,"$730,835",100%
583,Doraemon: Nobita and the Robot Kingdom 2004 Re-release,"$723,229",-,-,"$723,229",100%
584,Garuda,"$718,500",-,-,"$718,500",100%
585,20:30:40,"$704,550",-,-,"$704,550",100%
586,Viva Laldjérie,"$704,260",-,-,"$704,260",100%
587,Look What's Happened Now,"$696,718","$336,909",48.4%,"$359,809",51.6%
588,The Hook,"$696,266",-,-,"$696,266",100%
589,The Wedding,"$693,911",-,-,"$693,911",100%
590,Close Your Eyes,"$691,495","$41,392",6%,"$650,103",94%
591,Little Longnose,"$690,318",-,-,"$690,318",100%
592,Masti,"$683,021","$308,566",45.2%,"$374,455",54.8%
593,Ab-normal Beauty,"$677,279",-,-,"$677,279",100%
594,Love's Brother,"$676,242",-,-,"$676,242",100%
595,The Vanity Serum,"$675,165",-,-,"$675,165",100%
596,The Attractive One,"$673,908",-,-,"$673,908",100%
597,Daddy,"$673,844",-,-,"$673,844",100%
598,The Color of Milk,"$673,036",-,-,"$673,036",100%
599,Travelers and Magicians,"$668,639","$506,793",75.8%,"$161,846",24.2%
600,Desnudos,"$662,525",-,-,"$662,525",100%
601,Maw jep,"$662,300",-,-,"$662,300",100%
602,A World Without Thieves,"$662,164",-,-,"$662,164",100%
603,Thunderstruck,"$660,193",-,-,"$660,193",100%
604,Hana and Alice,"$654,448",-,-,"$654,448",100%
605,Love Trap,"$647,110",-,-,"$647,110",100%
606,American Masters: The Life and Times of Allen Ginsberg 2004 Re-release,"$646,951","$646,951",100%,-,-
607,The White Dragon,"$646,152",-,-,"$646,152",100%
608,Miss Minoes 2004 Re-release,"$645,970","$256,770",39.7%,"$389,200",60.3%
609,The Camera Obscura,"$645,877",-,-,"$645,877",100%
610,Kleinruppin forever,"$639,210",-,-,"$639,210",100%
611,Khalty Faransa,"$629,860",-,-,"$629,860",100%
612,Going Upriver: The Long War of John Kerry,"$614,138","$614,138",100%,-,-
613,Raincoat,"$610,056",-,-,"$610,056",100%
614,PaPa Loves You,"$609,520",-,-,"$609,520",100%
615,"McDull, Prince de la Bun","$609,360",-,-,"$609,360",100%
616,Vaniglia e cioccolato,"$600,147",-,-,"$600,147",100%
617,Derrick - Die Pflicht ruft!,"$595,723",-,-,"$595,723",100%
618,Tarnation,"$592,014","$592,014",100%,-,-
619,Cry in the Woods,"$585,497",-,-,"$585,497",100%
620,C(r)ook,"$584,598",-,-,"$584,598",100%
621,Color Blossoms,"$581,061",-,-,"$581,061",100%
622,Touch of Pink,"$581,055","$564,535",97.2%,"$16,520",2.8%
623,Around the Bend,"$579,350","$193,637",33.4%,"$385,713",66.6%
624,A Different Loyalty,"$573,615",-,-,"$573,615",100%
625,The Twilight Samurai 2004 Re-release,"$572,565","$559,765",97.8%,"$12,800",2.2%
626,Youth,"$567,746","$331,166",58.3%,"$236,580",41.7%
627,The Three Faces of Terror,"$561,950",-,-,"$561,950",100%
628,Kitchen Stories 2004 Re-release,"$561,380","$351,235",62.6%,"$210,145",37.4%
629,The Best Day of My Life 2004 Re-release,"$560,367",-,-,"$560,367",100%
630,3 petites filles,"$559,623",-,-,"$559,623",100%
631,Duck Season,"$555,813",-,-,"$555,813",100%
632,Padre nuestro,"$554,435",-,-,"$554,435",100%
633,"Ready, Steady, Charlie!","$554,082",-,-,"$554,082",100%
634,Jak básníci neztrácejí nadeji,"$549,372",-,-,"$549,372",100%
635,Impostor 2004 Re-release,"$548,771",-,-,"$548,771",100%
636,Primer,"$545,436","$424,760",77.9%,"$120,676",22.1%
637,L'amore di Màrja,"$543,373",-,-,"$543,373",100%
638,Black Mor's Island,"$541,014",-,-,"$541,014",100%
639,The Last Shot,"$538,526","$464,275",86.2%,"$74,251",13.8%
640,Moving Targets,"$535,324",-,-,"$535,324",100%
641,Monsterthursday,"$533,087",-,-,"$533,087",100%
642,Dirty Soul,"$532,174",-,-,"$532,174",100%
643,Pánská jízda,"$527,198",-,-,"$527,198",100%
644,Historias Breves III: El séptimo día,"$527,188",-,-,"$527,188",100%
645,The Student Cop,"$521,745",-,-,"$521,745",100%
646,Wake of Death,"$520,244",-,-,"$520,244",100%
647,Churchill: The Hollywood Years,"$519,412",-,-,"$519,412",100%
648,The Romancing Star,"$509,377",-,-,"$509,377",100%
649,Trileros,"$504,823",-,-,"$504,823",100%
650,The Whore and the Whale,"$502,254",-,-,"$502,254",100%
651,Stop Mom Teresa!,"$500,296",-,-,"$500,296",100%
652,The Sisters,"$497,200",-,-,"$497,200",100%
653,Slugs,"$494,987",-,-,"$494,987",100%
654,À Tout de Suite,"$494,030","$248,565",50.3%,"$245,465",49.7%
655,L'incomparable mademoiselle C.,"$493,905","$493,905",100%,-,-
656,Girl's Love,"$493,304",-,-,"$493,304",100%
657,I'll Sleep When I'm Dead,"$490,964","$360,759",73.5%,"$130,205",26.5%
658,Brothers,"$489,706","$389,220",79.5%,"$100,486",20.5%
659,The Cat Returns 2004 Re-release,"$489,108",-,-,"$489,108",100%
660,Asa Nu Maan Watna Da: In Search of Our Roots,"$487,893","$235,075",48.2%,"$252,818",51.8%
661,The Last Temptation of Christ 2004 Re-release,"$487,867",-,-,"$487,867",100%
662,Eros Therapy,"$479,160",-,-,"$479,160",100%
663,Beyond Our Ken,"$475,781",-,-,"$475,781",100%
664,Producing Adults,"$474,752",$935,0.2%,"$473,817",99.8%
665,First Love,"$472,969",-,-,"$472,969",100%
666,First Year Con,"$467,136",-,-,"$467,136",100%
667,Outfoxed: Rupert Murdoch's War on Journalism,"$461,572","$461,572",100%,-,-
668,Shade,"$458,144","$25,032",5.5%,"$433,112",94.5%
669,Madame Edouard,"$455,978",-,-,"$455,978",100%
670,The Beach Loafer,"$455,912",-,-,"$455,912",100%
671,Art of the Devil,"$454,500",-,-,"$454,500",100%
672,Cutie Honey: Live Action,"$453,906",-,-,"$453,906",100%
673,Bangkok Robbery,"$446,800",-,-,"$446,800",100%
674,Argo,"$446,325",-,-,"$446,325",100%
675,Aitraaz,"$440,684","$91,998",20.9%,"$348,686",79.1%
676,Short Cut to Nirvana: Kumbh Mela,"$439,651","$381,225",86.7%,"$58,426",13.3%
677,The Beautiful Country,"$435,512",-,-,"$435,512",100%
678,Moolaadé,"$434,553","$215,646",49.6%,"$218,907",50.4%
679,Three... Extremes,"$431,954",-,-,"$431,954",100%
680,Lady Joker,"$430,625",-,-,"$430,625",100%
681,Silver Hawk,"$429,328",-,-,"$429,328",100%
682,The Nutcracker and the Mouseking,"$422,860",-,-,"$422,860",100%
683,In the Realms of the Unreal,"$417,120","$417,120",100%,-,-
684,Sagai United,"$413,900",-,-,"$413,900",100%
685,Godzilla,"$412,520","$412,520",100%,-,-
686,Hallat Hob,"$409,781",-,-,"$409,781",100%
687,The Smell of Blood,"$408,408",-,-,"$408,408",100%
688,The Brown Bunny,"$402,599","$366,301",91%,"$36,298",9%
689,Crimson Gold,"$400,768","$148,959",37.2%,"$251,809",62.8%
690,Earth from Above,"$399,072",-,-,"$399,072",100%
691,Blueprint,"$397,038",-,-,"$397,038",100%
692,The One Who My Heart Longs For,"$396,952",-,-,"$396,952",100%
693,Still We Believe: The Boston Red Sox Movie,"$396,803","$396,803",100%,-,-
694,The Yes Men,"$394,154","$255,364",64.8%,"$138,790",35.2%
695,End of the Century,"$391,950","$391,950",100%,-,-
696,The Dark Diamond,"$386,927",-,-,"$386,927",100%
697,Eyes of Crystal,"$386,355",-,-,"$386,355",100%
698,Lizard Woman,"$378,900",-,-,"$378,900",100%
699,The Hunting of the President,"$376,612","$376,612",100%,-,-
700,Imeniny,"$373,868",-,-,"$373,868",100%
701,"Josee, the Tiger and the Fish","$371,999",-,-,"$371,999",100%
702,Hours of Light,"$371,898",-,-,"$371,898",100%
703,Sorte Nula,"$368,611",-,-,"$368,611",100%
704,Baadasssss!,"$365,727","$365,727",100%,-,-
705,Lovers & Murderers,"$360,698",-,-,"$360,698",100%
706,R20,"$359,050",-,-,"$359,050",100%
707,Love Battlefield,"$354,641",-,-,"$354,641",100%
708,"Broadway: The Golden Age, by the Legends Who Were There","$353,580","$353,580",100%,-,-
709,Charlie,"$347,298",-,-,"$347,298",100%
710,À ton image,"$347,105",-,-,"$347,105",100%
711,Bear Cub,"$345,693","$100,133",29%,"$245,560",71%
712,Anatomy of Hell,"$345,365","$34,506",10%,"$310,859",90%
713,Under a False Name,"$344,226",-,-,"$344,226",100%
714,Hobak nar,"$343,915",-,-,"$343,915",100%
715,The United States of Leland,"$343,847","$343,847",100%,-,-
716,Johan Cruijff - En un momento dado,"$342,723",-,-,"$342,723",100%
717,Neznaika i Barrabass,"$341,176",-,-,"$341,176",100%
718,Dark Night,"$339,211",-,-,"$339,211",100%
719,Wooly Boys,"$335,726","$335,726",100%,-,-
720,Meet Your Star,"$334,501",-,-,"$334,501",100%
721,I Am David,"$329,577","$288,552",87.6%,"$41,025",12.4%
722,Bukowski: Born into This,"$329,097","$318,816",96.9%,"$10,281",3.1%
723,Six,"$325,423",-,-,"$325,423",100%
724,Samaritan Girl,"$318,740",-,-,"$318,740",100%
725,Raw Youth,"$317,579",-,-,"$317,579",100%
726,Elling 2004 Re-release,"$314,720",-,-,"$314,720",100%
727,A-1 Headline,"$314,553",-,-,"$314,553",100%
728,America's Heart & Soul,"$314,402","$314,402",100%,-,-
729,Byways,"$310,745",-,-,"$310,745",100%
730,À boire,"$310,452",-,-,"$310,452",100%
731,The Commitment,"$308,900",-,-,"$308,900",100%
732,Hair Show,"$305,281","$305,281",100%,-,-
733,Zhou Yu's Train 2004 Re-release,"$298,429","$142,562",47.8%,"$155,867",52.2%
734,My Little Bride,"$297,756",-,-,"$297,756",100%
735,Mickey,"$294,758","$294,758",100%,-,-
736,Kamenák 2,"$291,307",-,-,"$291,307",100%
737,Imaginary Heroes,"$291,118","$228,767",78.6%,"$62,351",21.4%
738,Torapia,"$290,945",-,-,"$290,945",100%
739,Laweczka,"$288,661",-,-,"$288,661",100%
740,Notre musique,"$285,354","$139,922",49%,"$145,432",51%
741,The Year of the Tick,"$284,563",-,-,"$284,563",100%
742,The Five Obstructions,"$279,032","$165,845",59.4%,"$113,187",40.6%
743,Eger,"$273,986",-,-,"$273,986",100%
744,P.S.,"$273,023","$180,503",66.1%,"$92,520",33.9%
745,My Jealous Barber,"$270,100",-,-,"$270,100",100%
746,This Old Cub,"$270,014","$270,014",100%,-,-
747,Mi piace lavorare (Mobbing),"$268,231",-,-,"$268,231",100%
748,Gilles' Wife,"$267,402","$32,799",12.3%,"$234,603",87.7%
749,Kalbin zamani,"$267,182",-,-,"$267,182",100%
750,Textiles,"$266,225",-,-,"$266,225",100%
751,Riding the Bullet,"$264,505","$134,711",50.9%,"$129,794",49.1%
752,City by the Sea 2004 Re-release,"$262,616",-,-,"$262,616",100%
753,6 A.M.,"$262,265",-,-,"$262,265",100%
754,Everything About Mustafa,"$261,085",-,-,"$261,085",100%
755,James' Journey to Jerusalem,"$259,026","$64,967",25.1%,"$194,059",74.9%
756,Malevolence,"$258,782","$127,287",49.2%,"$131,495",50.8%
757,Trauma,"$258,191",-,-,"$258,191",100%
758,Mayor of the Sunset Strip,"$257,315","$257,315",100%,-,-
759,Greendale,"$255,947","$255,947",100%,-,-
760,Ay Juancito,"$254,773",-,-,"$254,773",100%
