Rank,Release Group,Worldwide,Domestic,%,Foreign,%
341,Raising Victor Vargas,"$2,816,116","$2,078,661",73.8%,"$737,455",26.2%
342,Love Undercover 2: Love Mission,"$2,777,624",-,-,"$2,777,624",100%
343,Ultraman Cosmos vs. Ultraman Justice: The Final Battle,"$2,768,770",-,-,"$2,768,770",100%
344,The Best of Youth,"$2,693,053","$274,024",10.2%,"$2,419,029",89.8%
345,In Your Name,"$2,663,172",-,-,"$2,663,172",100%
346,Camp,"$2,650,356","$1,629,862",61.5%,"$1,020,494",38.5%
347,Double Agent,"$2,629,524",-,-,"$2,629,524",100%
348,Army of Valhalla,"$2,626,649",-,-,"$2,626,649",100%
349,Antikiller 2: Antiterror,"$2,617,287",-,-,"$2,617,287",100%
350,Russian Ark Canadian Release,"$2,610,711","$684,034",26.2%,"$1,926,677",73.8%
351,It's Easier for a Camel...,"$2,590,219","$16,150",0.6%,"$2,574,069",99.4%
352,Buddy,"$2,575,055",-,-,"$2,575,055",100%
353,Young Adam,"$2,561,820","$767,373",30%,"$1,794,447",70%
354,"Good Times, Bed Times","$2,552,511",-,-,"$2,552,511",100%
355,When the Last Sword Is Drawn,"$2,487,338",-,-,"$2,487,338",100%
356,Wonderland,"$2,466,444","$1,060,512",43%,"$1,405,932",57%
357,South from Granada,"$2,464,202",-,-,"$2,464,202",100%
358,Crime Spree,"$2,451,607",-,-,"$2,451,607",100%
359,Kochira katsushika-ku Kameari Koen-mae hashutsujo,"$2,434,271",-,-,"$2,434,271",100%
360,The Matrix Reloaded 2003 IMAX Release,"$2,423,288",-,-,"$2,423,288",100%
361,Soloalbum,"$2,421,304",-,-,"$2,421,304",100%
362,Torremolinos 73,"$2,416,771","$87,385",3.6%,"$2,329,386",96.4%
363,Janasheen,"$2,413,089",-,-,"$2,413,089",100%
364,Saving Grace 2003 Re-release,"$2,410,848",-,-,"$2,410,848",100%
365,Jism,"$2,399,257",-,-,"$2,399,257",100%
366,Journey,"$2,377,609","$2,377,609",100%,-,-
367,Sibelius,"$2,357,736",-,-,"$2,357,736",100%
368,Zameen,"$2,346,221",-,-,"$2,346,221",100%
369,Kureyon Shin-chan ankoku tamatama daitsuiseki,"$2,305,994",-,-,"$2,305,994",100%
370,MA 2412 - Die Staatsdiener,"$2,290,381",-,-,"$2,290,381",100%
371,Kitchen Stories,"$2,262,092",-,-,"$2,262,092",100%
372,DysFunktional Family,"$2,255,000","$2,255,000",100%,-,-
373,Dame tu cuerpo,"$2,209,980",-,-,"$2,209,980",100%
374,Kuch Naa Kaho,"$2,185,360","$224,831",10.3%,"$1,960,529",89.7%
375,Desire,"$2,174,005","$301,010",13.8%,"$1,872,995",86.2%
376,Fear and Trembling,"$2,166,777",-,-,"$2,166,777",100%
377,Fat Pizza,"$2,146,843",-,-,"$2,146,843",100%
378,Janis and John,"$2,115,251",-,-,"$2,115,251",100%
379,Madeleine,"$2,097,923",-,-,"$2,097,923",100%
380,"Turn Left, Turn Right","$2,083,193",-,-,"$2,083,193",100%
381,Dragon Loaded 2003,"$2,080,428",-,-,"$2,080,428",100%
382,Welcome to the Roses,"$2,078,815",-,-,"$2,078,815",100%
383,"Not for, or Against (Quite the Contrary)","$2,074,328",-,-,"$2,074,328",100%
384,Kvinnen i mitt liv,"$2,048,384",-,-,"$2,048,384",100%
385,Bed and Breakfast,"$2,038,842",-,-,"$2,038,842",100%
386,Boys,"$2,028,752",-,-,"$2,028,752",100%
387,Sur le seuil,"$2,014,071","$2,014,071",100%,-,-
388,Red Nose,"$2,004,814","$2,004,814",100%,-,-
389,Lost in Time,"$1,986,486",-,-,"$1,986,486",100%
390,Hungama,"$1,979,689",-,-,"$1,979,689",100%
391,Palnati Brahmanayudu,"$1,975,666",-,-,"$1,975,666",100%
392,Tujhe Meri Kasam,"$1,951,253",-,-,"$1,951,253",100%
393,Our Precious Children,"$1,946,588",-,-,"$1,946,588",100%
394,Rus Gelin,"$1,892,533",-,-,"$1,892,533",100%
395,Gangaajal,"$1,875,477",-,-,"$1,875,477",100%
396,Liever verliefd,"$1,873,798",-,-,"$1,873,798",100%
397,Wilbur Wants to Kill Himself,"$1,873,482","$235,294",12.6%,"$1,638,188",87.4%
398,Sound of Colors,"$1,819,104",-,-,"$1,819,104",100%
399,Pearls and Pigs,"$1,799,636",-,-,"$1,799,636",100%
400,Learning to Lie,"$1,764,411",-,-,"$1,764,411",100%
401,The Legend of Johnny Lingo,"$1,690,767","$1,690,767",100%,-,-
402,In Search of an Impotent Man,"$1,689,116",-,-,"$1,689,116",100%
403,"The Book of Mormon Movie, Volume 1: The Journey","$1,680,020","$1,680,020",100%,-,-
404,Khel,"$1,678,216",-,-,"$1,678,216",100%
405,Slam,"$1,676,136",-,-,"$1,676,136",100%
406,Marci X,"$1,675,706","$1,648,818",98.4%,"$26,888",1.6%
407,Bummer,"$1,670,000",-,-,"$1,670,000",100%
408,Tristan,"$1,665,483",-,-,"$1,665,483",100%
409,Vivir intentando,"$1,660,675",-,-,"$1,660,675",100%
410,Without Rhyme or Reason,"$1,639,450",-,-,"$1,639,450",100%
411,Since Otar Left,"$1,634,307","$350,391",21.4%,"$1,283,916",78.6%
412,Bummer 2003 Re-release,"$1,608,000",-,-,"$1,608,000",100%
413,Northfork,"$1,599,804","$1,420,578",88.8%,"$179,226",11.2%
414,The Basque Ball: Skin Against Stone,"$1,569,730",-,-,"$1,569,730",100%
415,Hope Springs,"$1,567,189",-,-,"$1,567,189",100%
416,One Hand Can't Clap,"$1,565,667",-,-,"$1,565,667",100%
417,The Man Who Sued God 2003 Re-release,"$1,560,867",-,-,"$1,560,867",100%
418,Out of Control,"$1,553,195","$36,486",2.3%,"$1,516,709",97.7%
419,Boom,"$1,550,273",-,-,"$1,550,273",100%
420,Cleopatra,"$1,540,687",-,-,"$1,540,687",100%
421,All Girls Are Crazy,"$1,501,063",-,-,"$1,501,063",100%
422,24 Hours in the Life of a Woman,"$1,500,180",-,-,"$1,500,180",100%
423,Godforsaken,"$1,496,704",-,-,"$1,496,704",100%
424,Ishq Vishk,"$1,490,772",-,-,"$1,490,772",100%
425,Soldiers of Salamina,"$1,481,789",-,-,"$1,481,789",100%
426,Bad Eggs,"$1,468,982",-,-,"$1,468,982",100%
427,The Rain Children,"$1,449,658",-,-,"$1,449,658",100%
428,Gettin' Square,"$1,422,008",-,-,"$1,422,008",100%
429,Valentin,"$1,415,049",-,-,"$1,415,049",100%
430,Men Suddenly in Black,"$1,388,974",-,-,"$1,388,974",100%
431,Love Collage,"$1,383,874",-,-,"$1,383,874",100%
432,Oka Raju Oka Rani,"$1,378,699",-,-,"$1,378,699",100%
433,The Pharmacist,"$1,372,469",-,-,"$1,372,469",100%
434,Jaal: The Trap,"$1,369,680",-,-,"$1,369,680",100%
435,The Gathering,"$1,346,475",-,-,"$1,346,475",100%
436,Mana ni dakarete,"$1,339,872",-,-,"$1,339,872",100%
437,Upswing,"$1,337,433",-,-,"$1,337,433",100%
438,Leave Your Hands on My Hips,"$1,336,199",-,-,"$1,336,199",100%
439,Darna Mana Hai,"$1,335,493","$132,348",9.9%,"$1,203,145",90.1%
440,Chota Jadugar,"$1,317,828",-,-,"$1,317,828",100%
441,Noi the Albino,"$1,317,132","$60,555",4.6%,"$1,256,577",95.4%
442,4 Freunde und 4 Pfoten,"$1,303,128",-,-,"$1,303,128",100%
443,Pipo en de p-p-Parelridder,"$1,295,788",-,-,"$1,295,788",100%
444,The Death Curse,"$1,295,601",-,-,"$1,295,601",100%
445,Anna in Kung-Fu Land,"$1,292,983",-,-,"$1,292,983",100%
446,Control,"$1,277,800","$237,183",18.6%,"$1,040,617",81.4%
447,City of Ghosts,"$1,277,187","$357,197",28%,"$919,990",72%
448,Golden Chicken 2,"$1,273,571",-,-,"$1,273,571",100%
449,Jajantaram Mamantaram,"$1,258,973",-,-,"$1,258,973",100%
450,Captain Sabertooth,"$1,255,909",-,-,"$1,255,909",100%
451,La fiesta,"$1,250,629",-,-,"$1,250,629",100%
452,Bubba Ho-Tep,"$1,239,183","$1,239,183",100%,-,-
453,Land of Love,"$1,232,568",-,-,"$1,232,568",100%
454,Forever,"$1,232,345",-,-,"$1,232,345",100%
455,The Inheritance,"$1,219,595","$68,215",5.6%,"$1,151,380",94.4%
456,Alexandra's Project,"$1,217,812","$752,148",61.8%,"$465,664",38.2%
457,Only Girls,"$1,208,002",-,-,"$1,208,002",100%
458,The Battling Angel,"$1,207,774",-,-,"$1,207,774",100%
459,Nickel and Dime,"$1,202,146",-,-,"$1,202,146",100%
460,La mia vita a stelle e strisce,"$1,197,373",-,-,"$1,197,373",100%
461,Sleepless Nights,"$1,192,090",-,-,"$1,192,090",100%
462,Pumuckl und sein Zirkusabenteuer,"$1,188,944",-,-,"$1,188,944",100%
463,More Than a Thousand Cameras Are Working for Your Safety,"$1,188,894",-,-,"$1,188,894",100%
464,Simhachalam,"$1,182,260",-,-,"$1,182,260",100%
465,Owning Mahowny,"$1,176,302","$1,011,871",86%,"$164,431",14%
466,Blackball,"$1,175,155",-,-,"$1,175,155",100%
467,Dark Woods,"$1,156,728",-,-,"$1,156,728",100%
468,Chill Out!,"$1,147,788",-,-,"$1,147,788",100%
469,Chow lok yuen,"$1,138,468",-,-,"$1,138,468",100%
470,Meedo Troubles,"$1,135,433",-,-,"$1,135,433",100%
471,Jet Lag 2003 Re-release,"$1,112,018","$544,964",49%,"$567,054",51%
472,The R.M.,"$1,111,615","$1,111,615",100%,-,-
473,No Big Deal,"$1,110,634",-,-,"$1,110,634",100%
474,My Name Is Tanino,"$1,101,229",-,-,"$1,101,229",100%
475,Saaya,"$1,097,628",-,-,"$1,097,628",100%
476,Snowboarder,"$1,090,565","$27,732",2.5%,"$1,062,833",97.5%
477,Cialo,"$1,082,666",-,-,"$1,082,666",100%
478,The Statement,"$1,079,822","$765,637",70.9%,"$314,185",29.1%
479,Singing Behind Screens,"$1,071,748",-,-,"$1,071,748",100%
480,Brocéliande,"$1,069,772",-,-,"$1,069,772",100%
481,Heroic Duo,"$1,068,645",-,-,"$1,068,645",100%
482,El día que me amen,"$1,067,646",-,-,"$1,067,646",100%
483,Ken Park,"$1,058,905",-,-,"$1,058,905",100%
484,Naked Ambition,"$1,053,325",-,-,"$1,053,325",100%
485,Soul Mate,"$1,052,738",-,-,"$1,052,738",100%
486,The Car Keys,"$1,052,596",-,-,"$1,052,596",100%
487,Kamenák,"$1,051,138",-,-,"$1,051,138",100%
488,A Tale of Two Sisters,"$1,045,252","$72,541",6.9%,"$972,711",93.1%
489,The Matrix 2003 Re-release,"$1,036,576",-,-,"$1,036,576",100%
490,United,"$1,032,021",-,-,"$1,032,021",100%
491,Night of the Shooting Stars,"$1,031,800",-,-,"$1,031,800",100%
492,Love for All Seasons,"$1,027,515",-,-,"$1,027,515",100%
493,Pinjar,"$1,022,336","$66,290",6.5%,"$956,046",93.5%
494,Cloaca,"$1,021,317",-,-,"$1,021,317",100%
495,Assassination Tango,"$1,013,272","$1,013,272",100%,-,-
496,Rashevski's Tango,"$1,008,622",-,-,"$1,008,622",100%
497,Valentin 2003 Re-release,"$1,002,172","$275,968",27.5%,"$726,204",72.5%
498,Small Cuts,"$1,001,713",-,-,"$1,001,713",100%
499,Memories of Murder,"$999,157","$15,357",1.5%,"$983,800",98.5%
500,Blue,"$997,715",-,-,"$997,715",100%
501,Haromeyah in Thailand,"$986,765",-,-,"$986,765",100%
502,Kalyana Ramudu,"$985,804",-,-,"$985,804",100%
503,Truth or Dare: 6th Floor Rear Flat,"$974,598",-,-,"$974,598",100%
504,Who Killed Bambi?,"$973,173","$14,532",1.5%,"$958,641",98.5%
505,November,"$959,831",-,-,"$959,831",100%
506,Gönderilmemis mektuplar,"$956,851",-,-,"$956,851",100%
507,Insaat,"$936,443",-,-,"$936,443",100%
508,One,"$922,751",-,-,"$922,751",100%
509,Dos tipos duros,"$914,332",-,-,"$914,332",100%
510,Parwana,"$911,795",-,-,"$911,795",100%
511,Cypher,"$898,365",-,-,"$898,365",100%
512,Doraemon: New Nobita's Great Demon-Peko and the Exploration Party of Five,"$897,314",-,-,"$897,314",100%
513,Gaz Bar Blues,"$884,664","$884,664",100%,-,-
514,Lo mejor que le puede pasar a un cruasán,"$877,062",-,-,"$877,062",100%
515,Superprodukcja,"$866,481",-,-,"$866,481",100%
516,The Other Side of the Bed 2003 Re-release,"$866,250","$113,543",13.1%,"$752,707",86.9%
517,My Brother-In-Law,"$862,667",-,-,"$862,667",100%
518,The Beast of Beauty,"$854,223",-,-,"$854,223",100%
519,Colour of the Truth,"$834,699",-,-,"$834,699",100%
520,Chori Chori,"$833,714",-,-,"$833,714",100%
521,The Shape of Things,"$826,617","$735,992",89%,"$90,625",11%
522,The Danish Experience,"$824,504",-,-,"$824,504",100%
523,Elly baly balak,"$823,912",-,-,"$823,912",100%
524,Footpath,"$822,817",-,-,"$822,817",100%
525,Criminal Ways,"$815,731",-,-,"$815,731",100%
526,Utopía,"$805,498",-,-,"$805,498",100%
527,Distant Lights,"$804,054",-,-,"$804,054",100%
528,Sssshhh...,"$797,396",-,-,"$797,396",100%
529,Little Bee Julia & Lady Life,"$796,371",-,-,"$796,371",100%
530,Raid,"$790,941",-,-,"$790,941",100%
531,Eager Bodies,"$783,332",-,-,"$783,332",100%
532,Song for a Raggy Boy,"$783,099",-,-,"$783,099",100%
533,Rahtree: Flower of the Night,"$782,800",-,-,"$782,800",100%
534,Party Monster,"$782,606","$742,898",94.9%,"$39,708",5.1%
535,Father's Affair,"$779,462",-,-,"$779,462",100%
536,Foolproof,"$779,036","$458,990",58.9%,"$320,046",41.1%
537,Turkish Tales,"$769,425",-,-,"$769,425",100%
538,Broken Wings,"$760,318","$421,454",55.4%,"$338,864",44.6%
539,Uzak,"$757,008","$96,293",12.7%,"$660,715",87.3%
540,Dudes in the 10th Century,"$755,794",-,-,"$755,794",100%
541,Monsieur N.,"$751,463",-,-,"$751,463",100%
542,Scarface 2003 Re-release,"$739,905","$739,905",100%,-,-
543,Pogoda na jutro,"$734,471",-,-,"$734,471",100%
544,Wizards and Giants,"$731,662",-,-,"$731,662",100%
545,Levity,"$723,040","$209,695",29%,"$513,345",71%
546,Vishnu,"$715,230",-,-,"$715,230",100%
547,Swimming Upstream,"$714,867",-,-,"$714,867",100%
548,El lápiz del carpintero,"$714,371",-,-,"$714,371",100%
549,Kallem mama,"$706,414",-,-,"$706,414",100%
550,Labyrinth,"$697,398",-,-,"$697,398",100%
551,Spy Dad,"$695,909",-,-,"$695,909",100%
552,Spun,"$685,608","$411,119",60%,"$274,489",40%
553,Hawa,"$679,525",-,-,"$679,525",100%
554,Dragon Hill. La colina del dragón,"$678,228",-,-,"$678,228",100%
555,Veede,"$675,823",-,-,"$675,823",100%
556,Atraco a las 3... y media,"$657,972",-,-,"$657,972",100%
557,Askar fi el-mu'askar,"$657,944",-,-,"$657,944",100%
558,Hanging Offense,"$650,462",-,-,"$650,462",100%
559,The Red Knight,"$649,098",-,-,"$649,098",100%
560,Dil Pardesi Ho Gayaa,"$648,756",-,-,"$648,756",100%
561,Danny Deckchair,"$645,618",-,-,"$645,618",100%
562,Young Gods,"$644,124",-,-,"$644,124",100%
563,"¡Buen viaje, excelencia!","$638,618",-,-,"$638,618",100%
564,The Soul's Place,"$638,481",-,-,"$638,481",100%
565,Beautiful Boxer,"$638,317","$133,920",21%,"$504,397",79%
566,The Devil Knows Why,"$624,257",-,-,"$624,257",100%
567,LOC: Kargil,"$621,103","$621,103",100%,-,-
568,The Butterfly 2003 Re-release,"$616,355","$38,438",6.2%,"$577,917",93.8%
569,Polleke,"$611,598",-,-,"$611,598",100%
570,Lost Love,"$610,994",-,-,"$610,994",100%
571,Nobody's Life,"$607,329",-,-,"$607,329",100%
572,Karlsson on the Roof,"$606,162",-,-,"$606,162",100%
573,Blue Collar Comedy Tour: The Movie,"$604,856","$604,856",100%,-,-
574,Bless the Woman,"$604,071",-,-,"$604,071",100%
575,The Holy Land,"$603,520","$603,520",100%,-,-
576,The Fall of Abdulhamit,"$602,107",-,-,"$602,107",100%
577,A Talking Picture,"$601,815","$20,237",3.4%,"$581,578",96.6%
578,Play It Loud!,"$601,039",-,-,"$601,039",100%
579,The Pact of Silence,"$598,131",-,-,"$598,131",100%
580,The Soul of a Man,"$592,910",-,-,"$592,910",100%
581,Samay: When Time Strikes,"$590,974",-,-,"$590,974",100%
582,Three,"$588,177",-,-,"$588,177",100%
583,Iron Ladies 2,"$588,075",-,-,"$588,075",100%
584,The Piano Player,"$585,604","$585,604",100%,-,-
585,How to Let Girls Love You,"$585,139",-,-,"$585,139",100%
586,Take Away,"$581,655",-,-,"$581,655",100%
587,All the Real Girls,"$579,986","$549,666",94.8%,"$30,320",5.2%
588,Tibet: Cry of the Snow Lion,"$578,241","$578,241",100%,-,-
589,My Friend from Mumbai Has Arrived,"$576,941",-,-,"$576,941",100%
590,Blizzard,"$576,320","$504,600",87.6%,"$71,720",12.4%
591,Donga Ramudu & Party,"$569,953",-,-,"$569,953",100%
592,Khwahish,"$569,830",-,-,"$569,830",100%
593,To Kill a King,"$567,471",-,-,"$567,471",100%
594,The Weather Underground,"$564,632","$564,632",100%,-,-
595,Poolhall Junkies,"$563,711","$563,711",100%,-,-
596,Main Madhuri Dixit Banna Chahti Hoon!,"$556,166",-,-,"$556,166",100%
597,In the City,"$550,269",-,-,"$550,269",100%
598,Un día en el paraíso,"$550,211",-,-,"$550,211",100%
599,Man of Ma Year,"$550,000",-,-,"$550,000",100%
600,Out for a Kill,"$547,333",-,-,"$547,333",100%
601,Masked and Anonymous,"$546,106","$533,569",97.7%,"$12,537",2.3%
602,Show,"$543,998",-,-,"$543,998",100%
603,Totò Sapore e la magica storia della pizza,"$541,824",-,-,"$541,824",100%
604,Passionada,"$540,833","$540,833",100%,-,-
605,Lawless Heart,"$539,596","$330,067",61.2%,"$209,529",38.8%
606,The Truce,"$538,299",-,-,"$538,299",100%
607,Salvaje,"$531,561",-,-,"$531,561",100%
608,"Lovely Rita, sainte patronne des cas désespérés","$530,191",-,-,"$530,191",100%
609,Black Mask 2: City of Masks,"$529,322",-,-,"$529,322",100%
610,Evil,"$528,245","$15,530",2.9%,"$512,715",97.1%
611,The Witch Affair,"$527,880",-,-,"$527,880",100%
612,Jhankaar Beats,"$527,834",-,-,"$527,834",100%
613,Dil Ka Rishta,"$526,571","$352,128",66.9%,"$174,443",33.1%
614,Casa de los babys,"$525,715","$478,031",90.9%,"$47,684",9.1%
615,La Mano del zurdo,"$523,538",-,-,"$523,538",100%
616,The Cremaster Cycle,"$522,029","$514,622",98.6%,"$7,407",1.4%
617,Hawayein,"$521,260","$409,978",78.7%,"$111,282",21.3%
618,Sunday Lunch,"$517,126",-,-,"$517,126",100%
619,The Miracle,"$513,297",-,-,"$513,297",100%
620,Jonny Vang,"$510,328",-,-,"$510,328",100%
621,Boredom in Brno,"$508,304",-,-,"$508,304",100%
622,Supari,"$503,954",-,-,"$503,954",100%
623,Market,"$503,266",-,-,"$503,266",100%
624,Calcutta Mail,"$500,269",-,-,"$500,269",100%
625,At Five in the Afternoon,"$499,176",-,-,"$499,176",100%
626,Time of the Wolf,"$499,149","$61,439",12.3%,"$437,710",87.7%
627,Loulou et autres loups,"$496,250",-,-,"$496,250",100%
628,Sambaram,"$491,865",-,-,"$491,865",100%
629,Unconditional Love,"$489,075",-,-,"$489,075",100%
630,Spin the Bottle,"$488,724",-,-,"$488,724",100%
631,Five Moons Plaza,"$484,998",-,-,"$484,998",100%
632,Tolichupulone,"$484,635",-,-,"$484,635",100%
633,A Real Man,"$480,671",-,-,"$480,671",100%
634,Blue Car,"$476,551","$465,310",97.6%,"$11,241",2.4%
635,Dongodu,"$472,894",-,-,"$472,894",100%
636,Reconstruction,"$471,107","$73,516",15.6%,"$397,591",84.4%
637,Thirteen Chimes,"$463,157",-,-,"$463,157",100%
638,First and Last Love,"$462,485",-,-,"$462,485",100%
639,The Legend of Suriyothai,"$458,564","$454,736",99.2%,"$3,828",0.8%
640,Kaena: The Prophecy,"$457,025",-,-,"$457,025",100%
641,Kiss Me First,"$456,655",-,-,"$456,655",100%
642,Les côtelettes,"$456,587",-,-,"$456,587",100%
643,Nayee Padosan,"$456,002",-,-,"$456,002",100%
644,Smart Philip,"$453,257",-,-,"$453,257",100%
645,Joggers' Park,"$449,545",-,-,"$449,545",100%
646,Lockdown,"$449,482","$449,482",100%,-,-
647,Modern Times 2003 Re-release,"$443,427","$163,577",36.9%,"$279,850",63.1%
648,It's All About Love,"$443,400","$6,140",1.4%,"$437,260",98.6%
649,Young Kees,"$440,968",-,-,"$440,968",100%
650,The Over-Eater,"$440,634",-,-,"$440,634",100%
651,Dorm Daze,"$436,365","$56,127",12.9%,"$380,238",87.1%
652,The Singing Detective,"$435,625","$337,174",77.4%,"$98,451",22.6%
653,Seis días en la oscuridad,"$431,813",-,-,"$431,813",100%
654,Star Runner,"$430,260",-,-,"$430,260",100%
655,Vampires: Los Muertos,"$429,189",-,-,"$429,189",100%
656,Amandla! A Revolution in Four Part Harmony,"$418,941","$405,331",96.8%,"$13,610",3.2%
657,The Animal 2003 Re-release,"$418,392",-,-,"$418,392",100%
658,The Floating Landscape,"$407,636",-,-,"$407,636",100%
659,Maléfique,"$398,016",-,-,"$398,016",100%
660,Let's Make a Grandson,"$397,320",-,-,"$397,320",100%
661,Phileine Says Sorry,"$392,633",-,-,"$392,633",100%
662,Al Mushaqusotee,"$392,159",-,-,"$392,159",100%
663,Oops!,"$390,585",-,-,"$390,585",100%
664,Io no,"$386,792",-,-,"$386,792",100%
665,Imagining Argentina,"$383,106","$8,899",2.3%,"$374,207",97.7%
666,Inteha,"$379,226",-,-,"$379,226",100%
667,Blind Spot. Hitler's Secretary,"$378,382","$378,382",100%,-,-
668,Pride and Prejudice,"$377,271","$377,271",100%,-,-
669,Annie Brocoli dans les fonds marins,"$374,360","$374,360",100%,-,-
670,Rules: Pyaar Ka Superhit Formula,"$373,694",-,-,"$373,694",100%
671,Two,"$373,152",-,-,"$373,152",100%
672,Le Furet,"$369,185",-,-,"$369,185",100%
673,The Actors,"$367,742",-,-,"$367,742",100%
674,The Animation Show,"$366,344","$366,344",100%,-,-
675,Scorched,"$363,057","$8,000",2.2%,"$355,057",97.8%
676,Unconditional Love 2003 Re-release,"$362,494",-,-,"$362,494",100%
677,Crazy First Love,"$361,988",-,-,"$361,988",100%
678,Ginger and Cinnamon,"$358,355",-,-,"$358,355",100%
679,How My Mother Gave Birth to Me During Menopause,"$353,275","$353,275",100%,-,-
680,Haasil,"$352,336",-,-,"$352,336",100%
681,Simpatico 2003 Re-release,"$352,207",-,-,"$352,207",100%
682,Yossi & Jagger,"$351,707","$267,005",75.9%,"$84,702",24.1%
683,That Day,"$351,410",-,-,"$351,410",100%
684,Billabong Odyssey,"$345,708","$156,000",45.1%,"$189,708",54.9%
685,The Very Merry Widows,"$345,478",-,-,"$345,478",100%
686,Los Debutantes,"$333,212",-,-,"$333,212",100%
687,The Stone Raft,"$329,766",-,-,"$329,766",100%
688,Now or Never,"$329,689",-,-,"$329,689",100%
689,In This World,"$322,097","$84,299",26.2%,"$237,798",73.8%
690,Sky High,"$321,734",-,-,"$321,734",100%
691,Elina: As If I Wasn't There,"$320,776",-,-,"$320,776",100%
692,"Die, Mommie, Die!","$320,092","$320,092",100%,-,-
693,Peculiarities of the National Politics,"$319,154",-,-,"$319,154",100%
694,Un hijo genial,"$317,602",-,-,"$317,602",100%
695,Apám beájulna,"$316,523",-,-,"$316,523",100%
696,Mosku - lajinsa viimeinen,"$312,935",-,-,"$312,935",100%
697,The Gatekeeper,"$312,434","$312,434",100%,-,-
698,Dogma 2003 Re-release,"$311,859",-,-,"$311,859",100%
699,Carolina,"$308,641",-,-,"$308,641",100%
700,The Trip,"$306,567","$306,567",100%,-,-
701,Happiness,"$305,205","$305,205",100%,-,-
702,A League of Ordinary Gentlemen,"$303,808",-,-,"$303,808",100%
703,Beyond Re-Animator,"$302,586",-,-,"$302,586",100%
704,Perfect Strangers,"$300,256",-,-,"$300,256",100%
705,The Galíndez File,"$299,518",-,-,"$299,518",100%
706,Dinner Rush 2003 Re-release,"$299,174",-,-,"$299,174",100%
707,Derailed,"$297,835",-,-,"$297,835",100%
708,Tehzeeb,"$297,200",-,-,"$297,200",100%
709,Three-Step Dance,"$297,066",-,-,"$297,066",100%
710,The Living Forest,"$296,902",-,-,"$296,902",100%
711,Bonhoeffer,"$296,181","$296,181",100%,-,-
712,Reisei to jônetsu no aida 2003 Re-release,"$295,487",-,-,"$295,487",100%
713,Ogu and Mampato in Rapa Nui 2003 Re-release,"$294,939",-,-,"$294,939",100%
714,Ravioli,"$294,086",-,-,"$294,086",100%
715,In Hell,"$293,671",-,-,"$293,671",100%
716,Jodi Kya Banayi Wah Wah Ramji,"$289,837",-,-,"$289,837",100%
717,Secret File,"$286,300",-,-,"$286,300",100%
718,The Rage in Placid Lake,"$284,808",-,-,"$284,808",100%
719,Fallo!,"$282,540",-,-,"$282,540",100%
720,The Heart of Me,"$282,519","$196,067",69.4%,"$86,452",30.6%
721,The Battle of Shaker Heights,"$280,351","$280,351",100%,-,-
722,"Die Klasse von '99 - Schule war gestern, Leben ist jetzt","$278,996",-,-,"$278,996",100%
723,Mumbai Matinee,"$278,399",-,-,"$278,399",100%
724,En construcción,"$278,291",-,-,"$278,291",100%
725,The Night We Called It a Day,"$277,428",-,-,"$277,428",100%
726,Raja Bhaiya,"$277,426",-,-,"$277,426",100%
727,Body to Body,"$277,120",-,-,"$277,120",100%
728,The Weakness of the Bolshevik,"$275,792",-,-,"$275,792",100%
729,"I Love You, Me Too","$275,745",-,-,"$275,745",100%
730,Stander,"$272,791","$31,651",11.6%,"$241,140",88.4%
731,Grabgeflüster,"$271,784",-,-,"$271,784",100%
732,El furgón,"$267,087",-,-,"$267,087",100%
733,Raja,"$262,643","$13,000",4.9%,"$249,643",95.1%
734,Stone Reader,"$260,523","$260,523",100%,-,-
735,Ta-Kien,"$260,000",-,-,"$260,000",100%
736,Livraison à domicile,"$259,720",-,-,"$259,720",100%
737,Happiness Costs Nothing,"$258,137",-,-,"$258,137",100%
738,Nasu: Summer in Andalusia,"$256,253",-,-,"$256,253",100%
739,Gerry,"$254,683","$254,683",100%,-,-
740,Civil Brand,"$254,293","$254,293",100%,-,-
741,May,"$249,300","$150,277",60.3%,"$99,023",39.7%
742,Besos de gato,"$247,882",-,-,"$247,882",100%
743,Neeku Nenu Naaku Nuvvu,"$245,392",-,-,"$245,392",100%
744,"The Dog, the General, and the Birds","$240,852",-,-,"$240,852",100%
745,Grimm,"$240,632",-,-,"$240,632",100%
746,2001: A Space Odyssey 2003 Re-release,"$239,621","$239,621",100%,-,-
747,Svidd neger,"$236,432",-,-,"$236,432",100%
748,The Far Side of the Moon,"$235,926","$235,926",100%,-,-
749,The Man Who Cried 2003 Re-release,"$232,331",-,-,"$232,331",100%
750,The Evil Dead 2003 Re-release,"$229,074",-,-,"$229,074",100%
751,Orikp,"$228,767",-,-,"$228,767",100%
752,Seytan bunun neresinde?,"$227,186",-,-,"$227,186",100%
753,Blue Gate Crossing,"$226,067","$6,242",2.8%,"$219,825",97.2%
754,Il ritorno di Cagliostro,"$225,681",-,-,"$225,681",100%
755,You're My Hero,"$225,125",-,-,"$225,125",100%
756,Bus 174,"$222,247","$217,201",97.7%,"$5,046",2.3%
757,So Far Away,"$221,579",-,-,"$221,579",100%
758,The Bottom of the Sea,"$220,704",-,-,"$220,704",100%
759,Two Men Went to War,"$217,151","$150,208",69.2%,"$66,943",30.8%
760,Life Marks,"$213,614",-,-,"$213,614",100%
761,Robot Contest,"$212,778",-,-,"$212,778",100%
762,Break Free,"$210,603",-,-,"$210,603",100%
