Rank,Release Group,Worldwide,Domestic,%,Foreign,%
158,Dead Weight,"$16,987,957",-,-,"$16,987,957",100%
159,Life or Something Like It,"$16,872,671","$14,448,589",85.6%,"$2,424,082",14.4%
160,The Good Girl,"$16,856,124","$14,018,296",83.2%,"$2,837,828",16.8%
161,Femme Fatale,"$16,838,910","$6,630,252",39.4%,"$10,208,658",60.6%
162,They,"$16,446,271","$12,840,842",78.1%,"$3,605,429",21.9%
163,The Powerpuff Girls Movie,"$16,426,471","$11,412,414",69.5%,"$5,014,057",30.5%
164,The Magdalene Sisters,"$16,373,112","$306,989",1.9%,"$16,066,123",98.1%
165,The Emperor's Club,"$16,318,449","$14,118,751",86.5%,"$2,199,698",13.5%
166,Rabbit-Proof Fence,"$16,217,411","$6,199,600",38.2%,"$10,017,811",61.8%
167,Birthday Girl,"$16,171,098","$5,142,576",31.8%,"$11,028,522",68.2%
168,To Be and to Have,"$16,063,920","$777,129",4.8%,"$15,286,791",95.2%
169,Doraemon: Nobita and the Robot Kingdom,"$16,053,687",-,-,"$16,053,687",100%
170,Public Enemy,"$15,897,574",-,-,"$15,897,574",100%
171,Hey Arnold! The Movie,"$15,249,308","$13,728,902",90%,"$1,520,406",10%
172,Boat Trip,"$15,020,293","$8,600,126",57.3%,"$6,420,167",42.7%
173,Undisputed,"$14,946,150","$12,764,657",85.4%,"$2,181,493",14.6%
174,Possession,"$14,815,898","$10,113,733",68.3%,"$4,702,165",31.7%
175,Hollywood Ending,"$14,569,744","$4,850,753",33.3%,"$9,718,991",66.7%
176,Stealing Harvard,"$14,277,032","$14,036,406",98.3%,"$240,626",1.7%
177,Godzilla Against MechaGodzilla,"$14,122,958",-,-,"$14,122,958",100%
178,Idiots,"$13,936,317",-,-,"$13,936,317",100%
179,Dirty Pretty Things,"$13,904,766","$8,112,414",58.3%,"$5,792,352",41.7%
180,Juwanna Mann,"$13,802,599","$13,670,733",99%,"$131,866",1%
181,Trapped,"$13,414,416","$7,073,251",52.7%,"$6,341,165",47.3%
182,Toei Spring Anime Fair,"$13,107,237",-,-,"$13,107,237",100%
183,Long Time Dead,"$13,102,295",-,-,"$13,102,295",100%
184,Knockaround Guys,"$12,806,614","$11,715,637",91.5%,"$1,090,977",8.5%
185,Narc,"$12,633,747","$10,465,659",82.8%,"$2,168,088",17.2%
186,The Other Side of the Bed,"$12,630,208",-,-,"$12,630,208",100%
187,Sorority Boys,"$12,517,488","$10,200,032",81.5%,"$2,317,456",18.5%
188,Nine Queens,"$12,413,888","$1,222,889",9.9%,"$11,190,999",90.1%
189,Abandon,"$12,302,219","$10,727,683",87.2%,"$1,574,536",12.8%
190,The Eye,"$12,165,016","$512,049",4.2%,"$11,652,967",95.8%
191,2009: Lost Memories,"$12,049,825",-,-,"$12,049,825",100%
192,The Rules of Attraction,"$11,819,244","$6,532,619",55.3%,"$5,286,625",44.7%
193,Mohou-han,"$11,702,775",-,-,"$11,702,775",100%
194,The Order,"$11,560,806","$7,660,806",66.3%,"$3,900,000",33.7%
195,Adrenaline Rush: The Science of Risk,"$11,011,932","$10,994,028",99.8%,"$17,904",0.2%
196,Extreme Ops,"$10,959,475","$4,842,259",44.2%,"$6,117,216",55.8%
197,Champion,"$10,569,737",-,-,"$10,569,737",100%
198,Bibi Blocksberg,"$10,325,928",-,-,"$10,325,928",100%
199,Kamen Rider Ryuki: Episode Final,"$10,112,538",-,-,"$10,112,538",100%
200,Pulse: A Stomp Odyssey,"$10,086,514","$10,086,514",100%,-,-
201,Kissing Jessica Stein,"$10,013,424","$7,025,722",70.2%,"$2,987,702",29.8%
202,Moonlight Mile,"$10,011,050","$6,835,856",68.3%,"$3,175,194",31.7%
203,Returner,"$9,978,256","$73,060",0.7%,"$9,905,196",99.3%
204,Love Story,"$9,956,457",-,-,"$9,956,457",100%
205,Mostly Martha,"$9,852,022","$4,160,475",42.2%,"$5,691,547",57.8%
206,No Manners,"$9,837,044",-,-,"$9,837,044",100%
207,Mondays in the Sun,"$9,832,663","$153,256",1.6%,"$9,679,407",98.4%
208,Long Time Dead 2002 Re-release,"$9,564,898",-,-,"$9,564,898",100%
209,The Man Without a Past,"$9,564,237","$921,847",9.6%,"$8,642,390",90.4%
210,Nurse no oshigoto: The Movie,"$9,559,016",-,-,"$9,559,016",100%
211,Secretary,"$9,304,609","$4,059,680",43.6%,"$5,244,929",56.4%
212,Trick: The Movie,"$9,211,504",-,-,"$9,211,504",100%
213,Monsieur Batignole,"$9,048,800",-,-,"$9,048,800",100%
214,Summer Things,"$8,738,101",-,-,"$8,738,101",100%
215,Kureyon Shin-chan,"$8,731,473",-,-,"$8,731,473",100%
216,Infernal Affairs,"$8,708,932","$169,659",1.9%,"$8,539,273",98.1%
217,Big Trouble,"$8,493,890","$7,267,307",85.6%,"$1,226,583",14.4%
218,Star Wars: Episode II - Attack of the Clones 2002 IMAX Release,"$8,485,488","$8,485,488",100%,-,-
219,Amen.,"$8,419,052","$274,299",3.3%,"$8,144,753",96.7%
220,Death to Smoochy,"$8,382,938","$8,364,691",99.8%,"$18,247",0.2%
221,YMCA Baseball Team,"$8,271,113",-,-,"$8,271,113",100%
222,Santa vs. the Snowman 3D,"$8,198,286","$1,934,053",23.6%,"$6,264,233",76.4%
223,Impostor,"$8,145,549","$6,285,176",77.2%,"$1,860,373",22.8%
224,Merci pour le Chocolat,"$7,972,251","$443,238",5.6%,"$7,529,013",94.4%
225,Real Women Have Curves,"$7,777,790","$5,853,194",75.3%,"$1,924,596",24.7%
226,Killing Me Softly,"$7,775,138",-,-,"$7,775,138",100%
227,Break Out,"$7,680,210",-,-,"$7,680,210",100%
228,Steal,"$7,662,206","$220,944",2.9%,"$7,441,262",97.1%
229,Man on the Train,"$7,585,989","$2,542,020",33.5%,"$5,043,969",66.5%
230,InuYasha the Movie 2: The Castle Beyond the Looking Glass,"$7,506,630",-,-,"$7,506,630",100%
231,The Race,"$7,472,476",-,-,"$7,472,476",100%
232,Respiro,"$7,309,845","$1,072,834",14.7%,"$6,237,011",85.3%
233,Jet Lag,"$7,121,171","$250,000",3.5%,"$6,871,171",96.5%
234,The Adventures of Pluto Nash,"$7,103,973","$4,420,080",62.2%,"$2,683,893",37.8%
235,The Truth About Charlie,"$7,093,284","$5,350,371",75.4%,"$1,742,913",24.6%
236,Igby Goes Down,"$6,919,198","$4,777,465",69%,"$2,141,733",31%
237,Painted Fire,"$6,906,235","$64,029",0.9%,"$6,842,206",99.1%
238,Last Orders,"$6,873,892","$2,329,631",33.9%,"$4,544,261",66.1%
239,The Twilight Samurai,"$6,779,222",-,-,"$6,779,222",100%
240,My Little Eye,"$6,753,562",-,-,"$6,753,562",100%
241,Séraphin: un homme et son péché,"$6,749,187","$6,749,187",100%,-,-
242,Amar te duele,"$6,691,287",-,-,"$6,691,287",100%
243,A Scandalous Journey,"$6,687,968",-,-,"$6,687,968",100%
244,Oasis,"$6,686,648",-,-,"$6,686,648",100%
245,The Tiger of Santa Julia,"$6,676,233",-,-,"$6,676,233",100%
246,Spider-Man/Men in Black II,"$6,632,970","$6,632,970",100%,-,-
247,Marriage Is a Crazy Thing,"$6,558,851",-,-,"$6,558,851",100%
248,Irreversible,"$6,479,328","$792,200",12.2%,"$5,687,128",87.8%
249,Shooting Stars,"$6,416,410",-,-,"$6,416,410",100%
250,Eye See You,"$6,416,302","$79,161",1.2%,"$6,337,141",98.8%
251,Slackers,"$6,413,915","$5,285,941",82.4%,"$1,127,974",17.6%
252,The Revenge,"$6,406,059",-,-,"$6,406,059",100%
253,Totsunyûseyo! Asama sansô jiken,"$6,394,240",-,-,"$6,394,240",100%
254,Boss X-File,"$6,373,498",-,-,"$6,373,498",100%
255,"Hae-jeok, Disco King","$6,320,365",-,-,"$6,320,365",100%
256,Deuces Wild,"$6,282,446","$6,080,065",96.8%,"$202,381",3.2%
257,The Blue Room,"$6,124,122",-,-,"$6,124,122",100%
258,Russian Ark,"$6,001,714","$2,326,979",38.8%,"$3,674,735",61.2%
259,The Butterfly,"$5,983,780","$189,144",3.2%,"$5,794,636",96.8%
260,Callas Forever,"$5,906,353","$446,955",7.6%,"$5,459,398",92.4%
261,Spider,"$5,808,941","$1,642,483",28.3%,"$4,166,458",71.7%
262,More Ants in the Pants,"$5,799,881",-,-,"$5,799,881",100%
263,Thorns,"$5,753,991","$1,041,228",18.1%,"$4,712,763",81.9%
264,The Adversary,"$5,747,342",-,-,"$5,747,342",100%
265,Naked,"$5,744,968",-,-,"$5,744,968",100%
266,Humraaz,"$5,715,460",-,-,"$5,715,460",100%
267,Fun Movie,"$5,704,616",-,-,"$5,704,616",100%
268,If I Were a Rich Man,"$5,576,912",-,-,"$5,576,912",100%
269,People I Know,"$5,484,302","$126,793",2.3%,"$5,357,509",97.7%
270,Devdas,"$5,427,830","$2,745,382",50.6%,"$2,682,448",49.4%
271,Dolls,"$5,405,725","$4,067",<0.1%,"$5,401,658",99.9%
272,Equilibrium,"$5,359,645","$1,203,794",22.5%,"$4,155,851",77.5%
273,He Loves Me... He Loves Me Not,"$5,324,097","$1,011,102",19%,"$4,312,995",81%
274,The Dancer Upstairs,"$5,227,348","$2,377,348",45.5%,"$2,850,000",54.5%
275,Atanarjuat: The Fast Runner,"$5,188,289","$3,789,952",73%,"$1,398,337",27%
276,Twin Sisters,"$5,143,800",-,-,"$5,143,800",100%
277,Peter Bell,"$4,865,557",-,-,"$4,865,557",100%
278,Ultimate X: The Movie,"$4,786,084","$4,197,492",87.7%,"$588,592",12.3%
279,A Housekeeper,"$4,719,781","$467,288",9.9%,"$4,252,493",90.1%
280,Crackerjack,"$4,716,882",-,-,"$4,716,882",100%
281,Lovely & Amazing,"$4,677,852","$4,222,923",90.3%,"$454,929",9.7%
282,Al Lamba,"$4,659,010",-,-,"$4,659,010",100%
283,Maa Tujhhe Salaam,"$4,560,938",-,-,"$4,560,938",100%
284,Balzac and the Little Chinese Seamstress,"$4,543,228",-,-,"$4,543,228",100%
285,Oollala Sisters,"$4,454,045",-,-,"$4,454,045",100%
286,Horse Fever: The Mandrake Sting,"$4,372,174",-,-,"$4,372,174",100%
287,Men with Brooms,"$4,245,870","$4,245,870",100%,-,-
288,Heaven,"$4,243,537","$784,399",18.5%,"$3,459,138",81.5%
289,Inochi,"$4,187,163",-,-,"$4,187,163",100%
290,Evelyn,"$4,186,916","$1,487,645",35.5%,"$2,699,271",64.5%
291,Welcome to Collinwood,"$4,172,703","$336,620",8.1%,"$3,836,083",91.9%
292,Run First,"$4,136,215",-,-,"$4,136,215",100%
293,Addicted,"$4,086,108",-,-,"$4,086,108",100%
294,Metropolis,"$4,035,192","$722,932",17.9%,"$3,312,260",82.1%
295,The Nameless,"$3,892,784",-,-,"$3,892,784",100%
296,Kewaishi,"$3,879,492",-,-,"$3,879,492",100%
297,Jungle Juice,"$3,868,090",-,-,"$3,868,090",100%
298,Deewangee,"$3,863,976",-,-,"$3,863,976",100%
299,Koinu Dan no monogatari,"$3,804,467",-,-,"$3,804,467",100%
300,My Wife Maurice,"$3,773,092",-,-,"$3,773,092",100%
301,Thirteen Conversations About One Thing,"$3,706,652","$3,288,164",88.7%,"$418,488",11.3%
302,Crush,"$3,695,710","$1,084,935",29.4%,"$2,610,775",70.6%
303,I Am Yours Darling,"$3,657,644",-,-,"$3,657,644",100%
304,Nicholas Nickleby,"$3,651,462","$1,587,173",43.5%,"$2,064,289",56.5%
305,The Cat's Meow,"$3,646,994","$3,209,481",88%,"$437,513",12%
306,Sweet Sixteen,"$3,633,509","$316,319",8.7%,"$3,317,190",91.3%
307,Slice of Life,"$3,629,101",-,-,"$3,629,101",100%
308,Seoul,"$3,618,818",-,-,"$3,618,818",100%
309,Dog Soldiers,"$3,530,620",-,-,"$3,530,620",100%
310,666: In Bed with the Devil,"$3,460,791",-,-,"$3,460,791",100%
311,Blanche,"$3,447,306",-,-,"$3,447,306",100%
312,Kamchatka,"$3,439,198",-,-,"$3,439,198",100%
313,Full Frontal,"$3,438,804","$2,512,846",73.1%,"$925,958",26.9%
314,Beyblade: The Movie - Fierce Battle,"$3,385,517",-,-,"$3,385,517",100%
315,Ashita ga aru sa: The Movie,"$3,379,129",-,-,"$3,379,129",100%
316,Red Satin,"$3,375,341","$231,879",6.9%,"$3,143,462",93.1%
317,Sunshine State,"$3,369,654","$3,065,921",91%,"$303,733",9%
318,No News from God,"$3,340,382","$77,858",2.3%,"$3,262,524",97.7%
319,Erkan & Stefan gegen die Mächte der Finsternis,"$3,315,711",-,-,"$3,315,711",100%
320,Madness in Bloom,"$3,265,669",-,-,"$3,265,669",100%
321,Samsara,"$3,248,367",-,-,"$3,248,367",100%
322,Tadpole,"$3,200,241","$2,891,288",90.3%,"$308,953",9.7%
323,"If It Don't Fit, Use a Bigger Hammer","$3,176,288",-,-,"$3,176,288",100%
324,Extreme,"$3,152,605",-,-,"$3,152,605",100%
325,Letter from the Mountain,"$3,143,540",-,-,"$3,143,540",100%
326,Paid in Full,"$3,090,862","$3,090,862",100%,-,-
327,"Feuer, Eis & Dosenbier","$3,070,158",-,-,"$3,070,158",100%
328,Thunderpants,"$3,042,497",-,-,"$3,042,497",100%
329,Solino,"$3,034,779",-,-,"$3,034,779",100%
330,Harrison's Flowers,"$3,033,646","$1,871,025",61.7%,"$1,162,621",38.3%
331,I Murder Seriously,"$3,025,269",-,-,"$3,025,269",100%
332,Anita & Me,"$3,016,461",-,-,"$3,016,461",100%
333,Volle maan,"$2,955,586",-,-,"$2,955,586",100%
334,Casomai,"$2,953,178",-,-,"$2,953,178",100%
335,A Time for Dancing,"$2,907,520",-,-,"$2,907,520",100%
336,No Blood No Tears,"$2,860,794",-,-,"$2,860,794",100%
337,And Now Ladies & Gentlemen,"$2,860,785","$736,872",25.8%,"$2,123,913",74.2%
338,All or Nothing,"$2,845,696","$201,546",7.1%,"$2,644,150",92.9%
339,Family,"$2,815,544",-,-,"$2,815,544",100%
340,Poppitz,"$2,805,450",-,-,"$2,805,450",100%
341,Whatever You Say,"$2,789,920",-,-,"$2,789,920",100%
342,24 Hour Party People,"$2,781,211","$1,184,096",42.6%,"$1,597,115",57.4%
343,Dirty Deeds,"$2,772,366",-,-,"$2,772,366",100%
344,Beautiful Memories,"$2,771,714",-,-,"$2,771,714",100%
345,Comedian,"$2,751,988","$2,751,988",100%,-,-
